"Edit Subscriber","Edit Subscriber"
"%1 Subscribers Imported.","%1 Subscribers Imported."
"A total of %1 record(s) have been deleted.","A total of %1 record(s) have been deleted."
"A total of %1 record(s) have been subscribed.","A total of %1 record(s) have been subscribed."
"A total of %1 record(s) have been unsubscribed.","A total of %1 record(s) have been unsubscribed."
"You saved the subscriber.","You saved the subscriber."
"Something went wrong while saving the Subscriber. Check the error log for more information","Something went wrong while saving the Subscriber. Check the error log for more information"
"Unable to send. Please send an email to support@greenflyingpanda.com","Unable to send. Please send an email to support@greenflyingpanda.com"
"Your request has been sent","Your request has been sent"
"Please insert a valid Email Address","Please insert a valid Email Address"
"Error Testing Your Settings: ","Error Testing Your Settings: "
"You deleted the Tag.","You deleted the Tag."
"Something went wrong while deleting the tag.","Something went wrong while deleting the tag."
"We can't find an Tag to delete.","We can't find an Tag to delete."
"Manage Tags","Manage Tags"
"This Tag no longer exists.","This Tag no longer exists."
"Edit Tag","Edit Tag"
"Tags current values Updated","Tags current values Updated"
"You saved the Tag.","You saved the Tag."
"Something went wrong while saving the tag. Check the error log for more information.","Something went wrong while saving the tag. Check the error log for more information."
"Message Template removed.","Message Template removed."
"Something went wrong while deleting the Message Template.","Something went wrong while deleting the Message Template."
"We can't find an Message Template to delete.","We can't find an Message Template to delete."
"Manage Message Templates","Manage Message Templates"
"This Message Template no longer exists.","This Message Template no longer exists."
"Edit Message Template","Edit Message Template"
"You saved the Message Template.","You saved the Message Template."
"Test Message Sent","Test Message Sent"
"Something went wrong while saving the Message Template. Check the error log for more information.","Something went wrong while saving the Message Template. Check the error log for more information."
"Design Template removed.","Design Template removed."
"Something went wrong while deleting the Design Template.","Something went wrong while deleting the Design Template."
"We can't find an Design Template to delete.","We can't find an Design Template to delete."
TemplatesGlobal,TemplatesGlobal
"Manage TemplatesGlobal","Manage TemplatesGlobal"
"This Template no longer exists.","This Template no longer exists."
"Edit Design Template","Edit Design Template"
"This Design Template no longer exists.","This Design Template no longer exists."
"Please insert the {MESSAGE} tag in the template","Please insert the {MESSAGE} tag in the template"
"You saved the Design Template.","You saved the Design Template."
"Something went wrong while saving the Design Template. Check the error log for more information.","Something went wrong while saving the Design Template. Check the error log for more information."
Urls,Urls
"Campaign Not Found","Campaign Not Found"
"There was a problem with the subscription.","There was a problem with the subscription."
"Something went wrong while saving your subscription.","Something went wrong while saving your subscription."
"We saved the subscription.","We saved the subscription."
"We removed the subscription.","We removed the subscription."
"There was a problem with the un-subscription.","There was a problem with the un-subscription."
"You have been unsubscribed.","You have been unsubscribed."
Campaign:,Campaign:
Sender:,Sender:
"Error Message:","Error Message:"
Date:,Date:
"Panda Marketing: Campaign Sending Issues","Panda Marketing: Campaign Sending Issues"
"-- Please Choose --","-- Please Choose --"
"Campaign - Open","Campaign - Open"
"This trigger will fire when a subscriber clicks on any link in a specific campaign he received.","This trigger will fire when a subscriber clicks on any link in a specific campaign he received."
"Campaign - Clicked Any Campaign Link","Campaign - Clicked Any Campaign Link"
"This trigger will fire when a subscriber clicks on any link in a campaign he received. Any campaign.","This trigger will fire when a subscriber clicks on any link in a campaign he received. Any campaign."
"Campaign - Clicked Specific Campaign Link","Campaign - Clicked Specific Campaign Link"
"This trigger will fire when a subscriber clicks on a specific link in a campaign he received.","This trigger will fire when a subscriber clicks on a specific link in a campaign he received."
"Search - New","Search - New"
"When a user makes a search","When a user makes a search"
"Review - New","Review - New"
"When a user makes a new review","When a user makes a new review"
"Review - Status Changes to Approved","Review - Status Changes to Approved"
"When the review status changes to approved","When the review status changes to approved"
"Review - On a Bought Product","Review - On a Bought Product"
"When the subscriber makes a review on a product he has purchased","When the subscriber makes a review on a product he has purchased"
"Product - Expected Lifespan Reached (X days before)","Product - Expected Lifespan Reached (X days before)"
"When the product consumption lifespan is approaching, this event will be fired X days before that happens (X is defined in the autoresponder details)","When the product consumption lifespan is approaching, this event will be fired X days before that happens (X is defined in the autoresponder details)"
"Shopping Cart - New Abandoned Cart Appears","Shopping Cart - New Abandoned Cart Appears"
"When a new abandoned cart appears","When a new abandoned cart appears"
"Customer - Signup","Customer - Signup"
"When a new account is created","When a new account is created"
"Customer - Login","Customer - Login"
"When the user logins to your store","When the user logins to your store"
"Customer - Last Activity","Customer - Last Activity"
"The last activity recorded for the customer in your store","The last activity recorded for the customer in your store"
"Customer - Birthday","Customer - Birthday"
"This trigger will fire X days before the customer birthday (X is defined in the autoresponder details)","This trigger will fire X days before the customer birthday (X is defined in the autoresponder details)"
"Customer - Group Changes","Customer - Group Changes"
"When the customer is moved to a new customer group","When the customer is moved to a new customer group"
"Customer - Attribute Value Changes","Customer - Attribute Value Changes"
"When the customer attribute changes","When the customer attribute changes"
"Shipment - Tracking Added To Shipment / New Ship. W/ Tracking)","Shipment - Tracking Added To Shipment / New Ship. W/ Tracking)"
"When a new track is added to an existing shipment, or a new shipment with tracking is added","When a new track is added to an existing shipment, or a new shipment with tracking is added"
"Shipment - New Shipment (NO tracking number)","Shipment - New Shipment (NO tracking number)"
"When a new shipment is registered with no track attached to it","When a new shipment is registered with no track attached to it"
"Order - New Order","Order - New Order"
"When a new order is made","When a new order is made"
"Order - Bought Specific Product","Order - Bought Specific Product"
"When the customer buys a specific product","When the customer buys a specific product"
"Forms - New Entry","Forms - New Entry"
"When a new entry is added to a form","When a new entry is added to a form"
"UTM Campaigns","UTM Campaigns"
"When a URL param originates from an external Marketing Campaign","When a URL param originates from an external Marketing Campaign"
"Magento - Internal Event","Magento - Internal Event"
"When one of Magento internal events is dispatched","When one of Magento internal events is dispatched"
"Order - Status Changes To ","Order - Status Changes To "
"'When the order status changes to ' .","'When the order status changes to ' ."
"Invalid date format","Invalid date format"
"Invalid date in From Date","Invalid date in From Date"
"Invalid date in To Date","Invalid date in To Date"
"The end date cannot be earlier than start date","The end date cannot be earlier than start date"
"The end date cannot be earlier than today","The end date cannot be earlier than today"
"Add to Segment","Add to Segment"
Edit,Edit
Add,Add
Notify,Notify
"Cannot send autoresponders SMS notifications. Sender Id:sender_id","Cannot send autoresponders SMS notifications. Sender Id:sender_id"
Daily,Daily
Weekly,Weekly
Monthly,Monthly
Yearly,Yearly
Sunday,Sunday
Monday,Monday
Tuesday,Tuesday
Wednesday,Wednesday
Thursday,Thursday
Friday,Friday
Saturday,Saturday
January,January
February,February
March,March
April,April
May,May
June,June
July,July
August,August
September,September
October,October
November,November
December,December
"Specific Day","Specific Day"
"On the %1 %2 of the month","On the %1 %2 of the month"
"On the last %1 of the month","On the last %1 of the month"
"Last Day of the Month ","Last Day of the Month "
"First Weekday of the Month ","First Weekday of the Month "
"Second Weekday of the Month ","Second Weekday of the Month "
"Last Weekday of the Month ","Last Weekday of the Month "
"Second to last Weekday of the Month ","Second to last Weekday of the Month "
"Dynamic Day","Dynamic Day"
"Didn't open the message","Didn't open the message"
"Opened the message","Opened the message"
"Didn't click the message","Didn't click the message"
"Clicked the message","Clicked the message"
"Didn't make a purchase (No Conversion)","Didn't make a purchase (No Conversion)"
"Made a purchase (Conversion)","Made a purchase (Conversion)"
"Conversions - Global","Conversions - Global"
"Conversions - Campaign","Conversions - Campaign"
"Views - Global","Views - Global"
"Views - Campaign","Views - Campaign"
"Clicks - Global","Clicks - Global"
"Clicks - Campaign","Clicks - Campaign"
"Subscribers - Global","Subscribers - Global"
"Subscribers - Segment","Subscribers - Segment"
"Forms - New Subscribers from Form","Forms - New Subscribers from Form"
"Forms - Total Entries in Form","Forms - Total Entries in Form"
"The original value is already greater than the expected value. Expected value: %1, current value: %2","The original value is already greater than the expected value. Expected value: %1, current value: %2"
"Conditions combination","Conditions combination"
"Cart Attribute","Cart Attribute"
"Store Information","Store Information"
"Current Customer Attribute","Current Customer Attribute"
"Current Product Attribute","Current Product Attribute"
"Customer Activity","Customer Activity"
"Current Relative URL (no /)","Current Relative URL (no /)"
"Current Pages Views","Current Pages Views"
"Current Store Section","Current Store Section"
"Current Referrer Url","Current Referrer Url"
"Current User Agent","Current User Agent"
"Current Day of the Week","Current Day of the Week"
"Current Hour of the Day","Current Hour of the Day"
"Current Geo-Location - Country Name","Current Geo-Location - Country Name"
"Current Geo-Location - Region Name","Current Geo-Location - Region Name"
"Current Geo-Location - Region Code","Current Geo-Location - Region Code"
"Current Product Price + Shopping Cart Subtotal","Current Product Price + Shopping Cart Subtotal"
"Current Product Weight + Shopping Cart Weight","Current Product Weight + Shopping Cart Weight"
"Shopping Cart Subtotal","Shopping Cart Subtotal"
"Shopping Cart Weight","Shopping Cart Weight"
"Magento - Registry keys exist (bool evaluation)","Magento - Registry keys exist (bool evaluation)"
Homepage,Homepage
Categories,Categories
"CMS Pages","CMS Pages"
"Checkout - Process","Checkout - Process"
"Checkout - Cart","Checkout - Cart"
"Search Results","Search Results"
"Wish List","Wish List"
"Account Address Book","Account Address Book"
"Account Reviews","Account Reviews"
"Account Edit","Account Edit"
"Account Order History","Account Order History"
"Current Product Type","Current Product Type"
"Current Product","Current Product"
"-- Please Select --","-- Please Select --"
"You cannot remove this sender since there are campaigns sent from this sender %1. Please delete those campaigns before removing the subscriber  ","You cannot remove this sender since there are campaigns sent from this sender %1. Please delete those campaigns before removing the subscriber  "
"Everything Seems To Be OK with your SMS Configuration!!!","Everything Seems To Be OK with your SMS Configuration!!!"
"An error occurred while trying to send your message. Check your sender authentication","An error occurred while trying to send your message. Check your sender authentication"
"Error Sending SMS. Please verify your auth data: ","Error Sending SMS. Please verify your auth data: "
"Internal Identifier","Internal Identifier"
"SMS TestNumber","SMS TestNumber"
"Use this field to test your settings after saving. Please use the format: countryCode-number. Eg: 1-555555555","Use this field to test your settings after saving. Please use the format: countryCode-number. Eg: 1-555555555"
"Campaign %1: %2 emails sent, %3 not sent","Campaign %1: %2 emails sent, %3 not sent"
"Message sent to %1","Message sent to %1"
"Everything Seems To Be OK with your SMTP Configuration!!!","Everything Seems To Be OK with your SMTP Configuration!!!"
"Error with SMTP Configuration (Server error): ","Error with SMTP Configuration (Server error): "
"Everything Seems To Be OK with your Bounces Configuration!!!","Everything Seems To Be OK with your Bounces Configuration!!!"
"Error Bounces Configuration: ","Error Bounces Configuration: "
"None (ignore username/password)","None (ignore username/password)"
Login,Login
Plain,Plain
CRAM-MD5,CRAM-MD5
"No SSL","No SSL"
"SSL TLS","SSL TLS"
Account,Account
Address,Address
Year,Year
Month,Month
"Sender + Subject + Message","Sender + Subject + Message"
"Sender + Subject","Sender + Subject"
"Sender + Message","Sender + Message"
"Subject + Message","Subject + Message"
Manually,Manually
"Cannot import subscriber %1","Cannot import subscriber %1"
"Last name","Last name"
"Birth Date","Birth Date"
"Conversions Number","Conversions Number"
"Conversions Amount","Conversions Amount"
"Could not save the subscribers: %1","Could not save the subscribers: %1"
"Subscribers with id ""%1"" does not exist.","Subscribers with id ""%1"" does not exist."
"Could not delete the Subscriber: %1","Could not delete the Subscriber: %1"
"Invalid Tag Type: %1","Invalid Tag Type: %1"
"'There is at least one Autoresponder Chain using this template. Please delete the Chain to continue.' .","'There is at least one Autoresponder Chain using this template. Please delete the Chain to continue.' ."
"You have %1 campaigns using this Global Template. ","You have %1 campaigns using this Global Template. "
"You have %1 autoresponders using this Global Template. ","You have %1 autoresponders using this Global Template. "
"You have %1 followups using this Global Template. ","You have %1 followups using this Global Template. "
"You have %1 A/B campaigns using this Global Template. ","You have %1 A/B campaigns using this Global Template. "
"You cannot remove this Global Template","You cannot remove this Global Template"
"Delete ""${ $.$data.name }""","Delete ""${ $.$data.name }"""
"Are you sure you wan't to delete the ""${ $.$data.name }"" autoresponder?","Are you sure you wan't to delete the ""${ $.$data.name }"" autoresponder?"
Duplicate,Duplicate
Send,Send
"Send ""${ $.$data.internal_name }""","Send ""${ $.$data.internal_name }"""
"Are you sure you wan't to send the ""${ $.$data.internal_name }"" campaign?","Are you sure you wan't to send the ""${ $.$data.internal_name }"" campaign?"
"Delete ""${ $.$data.internal_name }""","Delete ""${ $.$data.internal_name }"""
"Are you sure you wan't to delete the ""${ $.$data.internal_name }"" campaign?","Are you sure you wan't to delete the ""${ $.$data.internal_name }"" campaign?"
"Are you sure you wan't to delete the ""${ $.$data.internal_name }"" followup?","Are you sure you wan't to delete the ""${ $.$data.internal_name }"" followup?"
"Are you sure you wan't to delete the ""${ $.$data.name }"" goal?","Are you sure you wan't to delete the ""${ $.$data.name }"" goal?"
"Are you sure you wan't to delete the ""${ $.$data.name }"" Display Window?","Are you sure you wan't to delete the ""${ $.$data.name }"" Display Window?"
Test,Test
"Are you sure you wan't to delete the ""${ $.$data.internal_name }"" A/B campaign?","Are you sure you wan't to delete the ""${ $.$data.internal_name }"" A/B campaign?"
"Delete ""${ $.$data.email }""","Delete ""${ $.$data.email }"""
"Are you sure you wan't to delete the subscriber ""${ $.$data.email }""?","Are you sure you wan't to delete the subscriber ""${ $.$data.email }""?"
"Are you sure you wan't to delete the ""${ $.$data.name }"" tag?","Are you sure you wan't to delete the ""${ $.$data.name }"" tag?"
"Load template","Load template"
"You don't have any template","You don't have any template"
"Subscriber Id/Email","Subscriber Id/Email"
"Please wait...","Please wait..."
"Customer Coupons List","Customer Coupons List"
"Order ID","Order ID"
"Order Date","Order Date"
"Created At","Created At"
"Valid Until","Valid Until"
"Order Status","Order Status"
"No Data","No Data"
"Current rule values","Current rule values"
"Customer KPI's","Customer KPI's"
"This Customer is Loyal","This Customer is Loyal"
"This Customer has yet to become Loyal","This Customer has yet to become Loyal"
"Customer Segments","Customer Segments"
"Tags below will be replaced with real values when building the formula","Tags below will be replaced with real values when building the formula"
"These tags refer to each individual customer","These tags refer to each individual customer"
Variable,Variable
Value,Value
"Days Since Last Completed Order","Days Since Last Completed Order"
"Days Since First Completed Order","Days Since First Completed Order"
"Days Since Registration","Days Since Registration"
"Number of Reviews","Number of Reviews"
"Number of Orders","Number of Orders"
"Number of Completed Orders","Number of Completed Orders"
"Percentage of Completed Orders","Percentage of Completed Orders"
"Total Order Amount","Total Order Amount"
"Order Average","Order Average"
"Percentage Order Amount Compared with Global Average","Percentage Order Amount Compared with Global Average"
"Order Average in the Past 1 year","Order Average in the Past 1 year"
"Orders Total in the Past 1 year","Orders Total in the Past 1 year"
"Order Average before the Past 1 year","Order Average before the Past 1 year"
"Orders Total before the Past 1 year","Orders Total before the Past 1 year"
"Average of Days Between Orders","Average of Days Between Orders"
"Total Shipping Amount","Total Shipping Amount"
"Total Taxes Amount","Total Taxes Amount"
"Total Subtotal Amount","Total Subtotal Amount"
"Total Discount Amount","Total Discount Amount"
"Total Profit Amount","Total Profit Amount"
"Total Refunded Amount","Total Refunded Amount"
"Total Cost Amount","Total Cost Amount"
"Tags below will be replaced with real values when building formulas","Tags below will be replaced with real values when building formulas"
"These tags refer to global values or period, and NOT to individual customers","These tags refer to global values or period, and NOT to individual customers"
"Customer Retention Rate","Customer Retention Rate"
"Rate of Discount (Check the Extension Configuration)","Rate of Discount (Check the Extension Configuration)"
"Customer Lifespan (Check the Extension Configuration)","Customer Lifespan (Check the Extension Configuration)"
"Global Number of Orders","Global Number of Orders"
"Global Orders Average","Global Orders Average"
"Average Global Number of Orders","Average Global Number of Orders"
"Global Number of Completed Orders","Global Number of Completed Orders"
"Global Orders Amount","Global Orders Amount"
"Global Costs Amount","Global Costs Amount"
"Global Refunded Amount","Global Refunded Amount"
"Global Shipping Amount","Global Shipping Amount"
"Global Taxes Amount","Global Taxes Amount"
"Global Profit Amount","Global Profit Amount"
"Getting current period, previous periods and date ranges from formulas","Getting current period, previous periods and date ranges from formulas"
"<strong>n</strong> is not to be replaced with a value. Values to replace are the numbers","<strong>n</strong> is not to be replaced with a value. Values to replace are the numbers"
Formula,Formula
Returns,Returns
"Combined Orders Amount from All Orders","Combined Orders Amount from All Orders"
"Combined Orders Amount from current period (year or month)","Combined Orders Amount from current period (year or month)"
"Combined Orders Amount from previous period (year or month)","Combined Orders Amount from previous period (year or month)"
"Combined Orders Amount from previous periods before current minus 1 (year or month)","Combined Orders Amount from previous periods before current minus 1 (year or month)"
"Combined Orders Amount from previous after the specified (year or month)","Combined Orders Amount from previous after the specified (year or month)"
"Combined Orders Amount from the specified year (2017)","Combined Orders Amount from the specified year (2017)"
"Combined Orders Amount from years greater than the specified year (2017)","Combined Orders Amount from years greater than the specified year (2017)"
"Combined Orders Amount from years less than the specified year (2017)","Combined Orders Amount from years less than the specified year (2017)"
"Combined Orders Amount from the last 90 days","Combined Orders Amount from the last 90 days"
"Tags below will be replaced with real values when build the campaign","Tags below will be replaced with real values when build the campaign"
"New Shipment (with Tracking Number)","New Shipment (with Tracking Number)"
"Tracking Title","Tracking Title"
"Tracking Code","Tracking Code"
"Order ID/Increment Number","Order ID/Increment Number"
"Customer Name","Customer Name"
"Order Id","Order Id"
"Shipment Id","Shipment Id"
"New Order && Order Status Change && Specific Product","New Order && Order Status Change && Specific Product"
"Email Order Note","Email Order Note"
"Payment Details","Payment Details"
"Shipping Description","Shipping Description"
"Template Variables","Template Variables"
"Value for","Value for"
"Form Title","Form Title"
"Form Description","Form Description"
"Form Submit Button","Form Submit Button"
"Note: You can use {{element_X hide=""label,hint""}} to hide the form label and hint","Note: You can use {{element_X hide=""label,hint""}} to hide the form label and hint"
"Formulas Tester","Formulas Tester"
"Customer ID/Email","Customer ID/Email"
"Product Price","Product Price"
"Override Product Price","Override Product Price"
"KPIs for Customer","KPIs for Customer"
"Panda! Help Me!","Panda! Help Me!"
"Email Client","Email Client"
Browsers,Browsers
cities,cities
Countries,Countries
Days,Days
Hours,Hours
Metrics,Metrics
"Messages sent","Messages sent"
Unopens,Unopens
"Unique opens","Unique opens"
Opens,Opens
"Unique clickthroughs","Unique clickthroughs"
Clickthroughs,Clickthroughs
"Clickthroughs Rate","Clickthroughs Rate"
Opt-outs,Opt-outs
Engagement,Engagement
Outgoing,Outgoing
"Last 7 Days","Last 7 Days"
Today,Today
"Last 7-14 days","Last 7-14 days"
"Last 14-21 days","Last 14-21 days"
"Last 21-28 days","Last 21-28 days"
"Last 30 Days","Last 30 Days"
"Last 30-60 Days","Last 30-60 Days"
"Last 365 Days","Last 365 Days"
total,total
Clear,Clear
"Analise Term","Analise Term"
"Grid View","Grid View"
"Mass Actions","Mass Actions"
"Select All","Select All"
"Unselect All","Unselect All"
"Select Visible","Select Visible"
"Unselect Visible","Unselect Visible"
Newsletter,Newsletter
"Sign Up for Our Newsletter:","Sign Up for Our Newsletter:"
"Sign up for our newsletter","Sign up for our newsletter"
"Subscription option","Subscription option"
"General Subscription","General Subscription"
Product,Product
Qty,Qty
Price,Price
Subtotal,Subtotal
"Restore my Cart!","Restore my Cart!"
Expired!,Expired!
"Add to Cart","Add to Cart"
"In stock","In stock"
"Out of stock","Out of stock"
System,System
"Green Flying Panda","Green Flying Panda"
"Account Details","Account Details"
Geo,Geo
"Use ip-api.com GEO service","Use ip-api.com GEO service"
"http://ip-api.com API Key","http://ip-api.com API Key"
"Green Flying Panda is not affiliated with the website above. New services can be added per request","Green Flying Panda is not affiliated with the website above. New services can be added per request"
"Ajax Calls","Ajax Calls"
"Delay load Ajax Calls","Delay load Ajax Calls"
"Enable Subscriber Management","Enable Subscriber Management"
"If disabled, the extension will not manage newsletter subscriptions. Core functionality will continue to work. Web API will continue to work","If disabled, the extension will not manage newsletter subscriptions. Core functionality will continue to work. Web API will continue to work"
"Queue Number per cycle","Queue Number per cycle"
"Number of email messages to queue on every cron call. Must be greater than 300","Number of email messages to queue on every cron call. Must be greater than 300"
"Messages to send per cycle","Messages to send per cycle"
"The number of email messages to send on every cron call. Must be greater than 100. This number should be around 500, but it depends on the speed of your SMTP server","The number of email messages to send on every cron call. Must be greater than 100. This number should be around 500, but it depends on the speed of your SMTP server"
"Number of days to keep campaign reports","Number of days to keep campaign reports"
"The number of days to keep campaign reports (clicks, views). Must be greater than 0","The number of days to keep campaign reports (clicks, views). Must be greater than 0"
"Import Existing Customers","Import Existing Customers"
"If the extension should import existing customers, no matter if they subscribe to the newsletter","If the extension should import existing customers, no matter if they subscribe to the newsletter"
"Track campaigns","Track campaigns"
"If the extension should track opens, clicks, conversions and other stats. Can be changed per campaign","If the extension should track opens, clicks, conversions and other stats. Can be changed per campaign"
"Expected Reorder Time Attribute","Expected Reorder Time Attribute"
"The product attribute that defines the expected product end-of-life after order","The product attribute that defines the expected product end-of-life after order"
"Cellphone Attribute","Cellphone Attribute"
"The customer attribute that holds the cellphone","The customer attribute that holds the cellphone"
"Abandoned Cart Timeout","Abandoned Cart Timeout"
"After how many minutes a shopping cart should be considered abandoned","After how many minutes a shopping cart should be considered abandoned"
"Subscribe New Customers","Subscribe New Customers"
"Automatically add new customers as subscribers","Automatically add new customers as subscribers"
"Hours Between Emails to the same Subscriber","Hours Between Emails to the same Subscriber"
"The number of hours were the system can't send more than one email to the same subscriber. 0 to ignore.","The number of hours were the system can't send more than one email to the same subscriber. 0 to ignore."
"Predict number of recipients","Predict number of recipients"
"A message with the predicted number of recipients will be shown when you save Campaigns, Followups and A/B Campaigns","A message with the predicted number of recipients will be shown when you save Campaigns, Followups and A/B Campaigns"
"Send Campaigns Error Alerts","Send Campaigns Error Alerts"
"If the extension is unable to send the messages, we will notify you to this email(s).","If the extension is unable to send the messages, we will notify you to this email(s)."
"Design Template Fallback","Design Template Fallback"
"The fallback template when the specified one in the campaign does not exist or is disabled","The fallback template when the specified one in the campaign does not exist or is disabled"
"Google Maps API","Google Maps API"
"We use google maps to render campaigns reports. You need an Google API for that. Please get one free from Google here: https://developers.google.com/maps/documentation/javascript/get-api-key","We use google maps to render campaigns reports. You need an Google API for that. Please get one free from Google here: https://developers.google.com/maps/documentation/javascript/get-api-key"
"Email Sender for internal emails","Email Sender for internal emails"
"Such as bug reports, notifications, etc. These emails are NOT sent to your customers.","Such as bug reports, notifications, etc. These emails are NOT sent to your customers."
"Send Transactional Emails using this service","Send Transactional Emails using this service"
"Emails like: new order, new comment, contact form, etc. No tracking is available to these emails","Emails like: new order, new comment, contact form, etc. No tracking is available to these emails"
"Send test Email to","Send test Email to"
"Import Current Magento Newsletter Subscribers","Import Current Magento Newsletter Subscribers"
"Conversions Average","Conversions Average"
"New SMS Campaign","New SMS Campaign"
"New Email Campaign","New Email Campaign"
SMS,SMS
Draft,Draft
Paused,Paused
Canceled,Canceled
"T. Msgs","T. Msgs"
"Conv. Number","Conv. Number"
"Conv. Average","Conv. Average"
File,File
Line,Line
Trace,Trace
Closed,Closed
Action,Action
Modal,Modal
Floating,Floating
Sitebar,Sitebar
"Inline Info Block","Inline Info Block"
Displays,Displays
"GeneralSend At","GeneralSend At"
"Views A | B","Views A | B"
"Clicks A | B","Clicks A | B"
"Conversions A | B","Conversions A | B"
"View Campaign","View Campaign"
"Are you sure you want to unsubscribe selected items?","Are you sure you want to unsubscribe selected items?"
"Are you sure you want to subscribe selected items?","Are you sure you want to subscribe selected items?"
"Delete items","Delete items"
"Are you sure you want to delete selected items?","Are you sure you want to delete selected items?"
"Add Date","Add Date"
"Unsubscription Date","Unsubscription Date"
"Date of Birth","Date of Birth"
Unconfirmed,Unconfirmed
"Acquisition Form","Acquisition Form"
